Pro Filt’r Soft Matte Longwear Liquid Foundation	Sephora	251	228	187	https://www.sephora.com/product/pro-filtr-soft-matte-longwear-foundation-P87985432?skuId=2484194	Fenty Beauty by Rihanna	330	15.0
Luminous Silk Perfect Glow Flawless Oil-Free Foundation	Sephora	233	202	173	https://www.sephora.com/product/luminous-silk-foundation-P393401	Armani Beauty	7.5	69.0
Reboot Active Care Revitalizing Foundation	Sephora	226	194	169	https://www.sephora.com/product/make-up-for-ever-reboot-foundation-P454035?skuId=2308369	MAKE UP FOR EVER	Y255	42.0
10 Hour Wear Perfection Foundation	Sephora	115	81	79	https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?skuId=1492909	SEPHORA COLLECTION	55 Deep Cocoa (N)	20.0
Smooth Finish Foundation Powder	Sephora	254	205	147	https://www.sephora.com/product/smooth-finish-foundation-powder-P381714?skuId=1530476	Laura Mercier	2	52.0
Original Loose Powder Mineral Foundation SPF 15	Sephora	199	171	147	https://www.sephora.com/product/bareminerals-original-foundation-broad-spectrum-spf-15-P61003?skuId=1229020	bareMinerals	Warm Dark 26	38.0
Soft Matte Complete Foundation	Sephora	83	48	28	https://www.sephora.com/product/nars-soft-matte-complete-foundation-P462720?skuId=2374494	NARS	Barcelona	42.0
Mini Luminous Silk Perfect Glow Flawless Oil-Free Foundation	Sephora	218	166	129	https://www.sephora.com/product/luminous-silk-foundation-mini-P425938?skuId=2492635	Armani Beauty	3.8	45.0
Revealer Skin-Improving Foundation SPF 25 with Hyaluronic Acid and Niacinamide	Sephora	234	206	182	https://www.sephora.com/product/kosas-revealer-skin-improving-foundation-spf25-with-hyaluronic-acid-niacinamide-P481396?skuId=2512119	Kosas	Deep Neutral Olive 400	42.0
Real Flawless Weightless Perfecting Foundation	Sephora	240	212	190	https://www.sephora.com/product/laura-mercier-real-flawless-weightless-perfecting-foundation-P504012?skuId=2642817	Laura Mercier	2C2 Soft Sand	48.0
Luminous Silk Perfect Glow Flawless Oil-Free Foundation	Sephora	233	202	173	https://www.sephora.com/product/luminous-silk-foundation-P393401	Armani Beauty	7.5	69.0
BB blur tinted moisturizer Broad Spectrum SPF 30 Sunscreen	Sephora	239	206	187	https://www.sephora.com/product/bb-tinted-treatment-12-hour-primer-broad-spectrum-spf-30-sunscreen-P377542?skuId=2641520	tarte	Light	40.0
Turn Up The Base Versatile Powder Foundation	Sephora	97	78	61	https://www.sephora.com/product/one-size-by-patrick-starrr-turn-up-base-versatile-powder-foundation-P469953?skuId=2426997	ONE/SIZE by Patrick Starrr	Medium Dark 6 (GO)	38.0
Sublime Perfection Foundation	Sephora	255	237	225	https://www.sephora.com/product/skin-fetish-sublime-perfection-foundation-P447519?skuId=2256923	PAT McGRATH LABS	Light 6	68.0
Essential High Coverage Crème Foundation	Sephora	235	216	209	https://www.sephora.com/product/essential-high-coverage-creme-foundation-P434015?skuId=2124915	Jouer Cosmetics	Golden Sand	38.0
Turn Up The Base Versatile Powder Foundation	Sephora	97	78	61	https://www.sephora.com/product/one-size-by-patrick-starrr-turn-up-base-versatile-powder-foundation-P469953?skuId=2427003	ONE/SIZE by Patrick Starrr	Dark 1 (GO)	38.0
Best Skin Ever Liquid Foundation	Sephora	244	224	200	https://www.sephora.com/product/sephora-collection-best-skin-ever-liquid-foundation-P467140?skuId=2326874	SEPHORA COLLECTION	15.5 N	20.0
Traceless Foundation Stick	Sephora	90	69	64	https://www.sephora.com/product/traceless-foundation-stick-P422453?skuId=1990423	TOM FORD	9.5 Warm Almond	90.0
Turn Up the Base Blurring Foundation	Sephora	247	224	210	https://www.sephora.com/product/turn-up-base-beauty-blur-balm-foundation-P478536?skuId=2548154	ONE/SIZE by Patrick Starrr	Light 1	35.0
10 Hour Wear Perfection Foundation	Sephora	115	81	79	https://www.sephora.com/product/10-hr-wear-perfection-foundation-P379509?skuId=1492875	SEPHORA COLLECTION	12 Light Ecru (N)	20.0
HD Skin Undetectable Longwear Foundation	Sephora	241	216	196	https://www.sephora.com/product/make-up-for-ever-hd-skin-foundation-P479712?skuId=2514156	MAKE UP FOR EVER	2Y20 Warm Nude	45.0
Real Flawless Weightless Perfecting Foundation	Sephora	240	212	190	https://www.sephora.com/product/laura-mercier-real-flawless-weightless-perfecting-foundation-P504012?skuId=2642965	Laura Mercier	5C1 Sepia	48.0
SEA Hydroflex™ Serum Foundation	Sephora	249	222	211	https://www.sephora.com/product/tarte-sea-hydroflex-trade-serum-foundation-P473000?skuId=2453819	tarte	46S tan	19.0
